version,block,exp,id,sentence,cond,gender,structure,phonot_freq,lex_freq,figurativeness,target,distractor,noun,noun_transparency,subject_antecedent,object_antecedent,sentence_wav,pictureA_i,pictureA,pictureB_i,pictureB,CorrectPicture,SubjectBias,RespAllowedTime,StartSentence,onsetQue,onsetDet,onsetN,onsetTarget,offsetTarget,iOffset1,iOffsetN,iOnsetTarget,iOffsetTarget,sOffset1,sOnsetV1,sOnsetC2,sOnsetC3,sOnsetV2,sOffsetTarget,AonsetS,AoffsetS,AonsetO,AoffsetO,AonsetPN,AonsetAux,AonsetGerund,AonsetTarget,AoffsetTarget,end_sentence
2,3,determiner,D10_C4,Menciona que su nariz dorada causa sorpresa.,4,feme,n_adj,NA,NA,NA,dorada,dorado,nariz,opaq,NA,NA,D10_C4.wav,dorada,D10fem.bmp,dorado,D10masc.bmp,D10fem.bmp,NA,1.213214704,100,0.6300724871,0.7045444692,0.7963045899,1.213214704,1.649407742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.819893526
4,3,determiner,D11_C1,Indica que el mercado pequeño contrata a estudiantes.,1,masc,d_n_adj,NA,NA,NA,pequeño,pequeña,mercado,transp,NA,NA,D11_C1.wav,pequeño,D11masc.bmp,pequeña,D11fem.bmp,D11masc.bmp,NA,1.429281469,100,0.671345852,0.7616188441,0.8787055963,1.429281469,1.902097438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.568928009
3,3,determiner,D11_C2,Indica que su mercado pequeño contrata a estudiantes.,2,masc,n_adj,NA,NA,NA,pequeño,pequeña,mercado,transp,NA,NA,D11_C2.wav,pequeño,D11masc.bmp,pequeña,D11fem.bmp,D11masc.bmp,NA,1.471545865,100,0.6479228675,0.7080970794,0.878927805,1.471545865,1.956839394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.711598768
2,3,determiner,D11_C3,Indica que el hospital pequeño contrata a estudiantes.,3,masc,d_n_adj,NA,NA,NA,pequeño,pequeña,hospital,opaq,NA,NA,D11_C3.wav,pequeño,D11masc.bmp,pequeña,D11fem.bmp,D11masc.bmp,NA,1.450987232,100,0.6745901933,0.7280712245,0.8082927713,1.450987232,1.973810416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.800578734
1,3,determiner,D11_C4,Indica que su hospital pequeño contrata a estudiantes.,4,masc,n_adj,NA,NA,NA,pequeño,pequeña,hospital,opaq,NA,NA,D11_C4.wav,pequeño,D11masc.bmp,pequeña,D11fem.bmp,D11masc.bmp,NA,1.563932779,100,0.6835213401,0.760569086,0.9362755311,1.563932779,2.10608582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.930660037
2,3,determiner,D12_C1,Aclara que la palabra secreta resuelve el misterio.,1,feme,d_n_adj,NA,NA,NA,secreta,secreto,palabra,transp,NA,NA,D12_C1.wav,secreta,D12fem.bmp,secreto,D12masc.bmp,D12fem.bmp,NA,1.302619318,100,0.6362444832,0.7036203322,0.9149774475,1.302619318,2.015141995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.462561646
1,3,determiner,D12_C2,Aclara que su palabra secreta resuelve el misterio.,2,feme,n_adj,NA,NA,NA,secreta,secreto,palabra,transp,NA,NA,D12_C2.wav,secreta,D12fem.bmp,secreto,D12masc.bmp,D12fem.bmp,NA,1.295024305,100,0.6035205078,0.6656006492,0.9001256276,1.295024305,1.952039134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.348680156
4,3,determiner,D12_C3,Aclara que la imagen secreta resuelve el misterio.,3,feme,d_n_adj,NA,NA,NA,secreta,secreto,imagen,opaq,NA,NA,D12_C3.wav,secreta,D12fem.bmp,secreto,D12masc.bmp,D12fem.bmp,NA,1.304497576,100,0.6891948181,0.7697596397,0.9246919888,1.304497576,1.948130821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.323462111
3,3,determiner,D12_C4,Aclara que su imagen secreta resuelve el misterio.,4,feme,n_adj,NA,NA,NA,secreta,secreto,imagen,opaq,NA,NA,D12_C4.wav,secreta,D12fem.bmp,secreto,D12masc.bmp,D12fem.bmp,NA,1.44770824,100,0.7802380619,0.8623882378,1.078032449,1.44770824,2.027038126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.321392348
3,4,determiner,D13_C1,Opina que el cuero negro cautiva al cliente.,1,masc,d_n_adj,NA,NA,NA,negro,negra,cuero,transp,NA,NA,D13_C1.wav,negro,D13masc.bmp,negra,D13fem.bmp,D13masc.bmp,NA,1.142670357,100,0.6267429412,0.6726383249,0.8522633608,1.142670357,1.524868121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.890657986
4,4,determiner,D13_C2,Opina que su cuero negro cautiva al cliente.,2,masc,n_adj,NA,NA,NA,negro,negra,cuero,transp,NA,NA,D13_C2.wav,negro,D13masc.bmp,negra,D13fem.bmp,D13masc.bmp,NA,1.24117491,100,0.6060994371,0.6779686963,0.9378037102,1.24117491,1.598448054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.038114295
1,4,determiner,D13_C3,Opina que el collar negro cautiva al cliente.,3,masc,d_n_adj,NA,NA,NA,negro,negra,collar,opaq,NA,NA,D13_C3.wav,negro,D13masc.bmp,negra,D13fem.bmp,D13masc.bmp,NA,1.066307656,100,0.5142573039,0.566032249,0.718768337,1.066307656,1.453972557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.826485364
2,4,determiner,D13_C4,Opina que su collar negro cautiva al cliente. ,4,masc,n_adj,NA,NA,NA,negro,negra,collar,opaq,NA,NA,D13_C4.wav,negro,D13masc.bmp,negra,D13fem.bmp,D13masc.bmp,NA,1.140031932,100,0.4931553292,0.5525623641,0.7711215789,1.140031932,1.591085345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.949562448
1,4,determiner,D14_C1,Señala que la fiesta perfecta requiere preparación.,1,feme,d_n_adj,NA,NA,NA,perfecta,perfecto,fiesta,transp,NA,NA,D14_C1.wav,perfecta,D14fem.bmp,perfecto,D14masc.bmp,D14fem.bmp,NA,1.5193407,100,0.6895163576,0.7847421018,0.9155466955,1.5193407,2.151388496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.709633038
2,4,determiner,D14_C2,Señala que su fiesta perfecta requiere preparación.,2,feme,n_adj,NA,NA,NA,perfecta,perfecto,fiesta,transp,NA,NA,D14_C2.wav,perfecta,D14fem.bmp,perfecto,D14masc.bmp,D14fem.bmp,NA,1.581689817,100,0.7377838078,0.8155119929,1.025378093,1.581689817,2.239048182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.786074623
3,4,determiner,D14_C3,Señala que la lección perfecta requiere preparación.,3,feme,d_n_adj,NA,NA,NA,perfecta,perfecto,lección,opaq,NA,NA,D14_C3.wav,perfecta,D14fem.bmp,perfecto,D14masc.bmp,D14fem.bmp,NA,1.52484397,100,0.723955224,0.82369961,0.9645152137,1.52484397,2.162425732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.697793877
4,4,determiner,D14_C4,Señala que su lección perfecta requiere preparación.,4,feme,n_adj,NA,NA,NA,perfecta,perfecto,lección,opaq,NA,NA,D14_C4.wav,perfecta,D14fem.bmp,perfecto,D14masc.bmp,D14fem.bmp,NA,1.472230667,100,0.6479259463,0.7083408264,0.8803696376,1.472230667,2.103002975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.559411554
2,4,determiner,D15_C1,Explica que el  tamaño mediano resulta más práctico.,1,masc,d_n_adj,NA,NA,NA,mediano,mediana,tamaño,transp,NA,NA,D15_C1.wav,mediano,D15masc.bmp,mediana,D15fem.bmp,D15masc.bmp,NA,1.142600078,100,0.5780724358,0.6465214124,0.7721288128,1.142600078,1.623154233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.022407555
1,4,determiner,D15_C2,Explica que su tamaño mediano resulta más práctico.,2,masc,n_adj,NA,NA,NA,mediano,mediana,tamaño,transp,NA,NA,D15_C2.wav,mediano,D15masc.bmp,mediana,D15fem.bmp,D15masc.bmp,NA,1.256805015,100,0.5876305634,0.6505314462,0.8680320891,1.256805015,1.738034661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1498626
4,4,determiner,D15_C3,Explica que el cinturón mediano resulta más práctico.,3,masc,d_n_adj,NA,NA,NA,mediano,mediana,cinturón,opaq,NA,NA,D15_C3.wav,mediano,D15masc.bmp,mediana,D15fem.bmp,D15masc.bmp,NA,1.272926461,100,0.6253501732,0.6791653772,0.7527128226,1.272926461,1.850542984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.290456807
3,4,determiner,D15_C4,Explica que su cinturón mediano resulta más práctico.,4,masc,n_adj,NA,NA,NA,mediano,mediana,cinturón,opaq,NA,NA,D15_C4.wav,mediano,D15masc.bmp,mediana,D15fem.bmp,D15masc.bmp,NA,1.304763163,100,0.6038556272,0.6701819157,0.8055233965,1.304763163,1.875707026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.361864851
4,4,determiner,D16_C1,Aclara que la escuela pública trae problemas.,1,feme,d_n_adj,NA,NA,NA,pública,público,escuela,transp,NA,NA,D16_C1.wav,pública,D16fem.bmp,público,D16masc.bmp,D16fem.bmp,NA,1.22237028,100,0.5268762765,0.6031509727,0.6909078812,1.22237028,1.71610541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.009373238
3,4,determiner,D16_C2,Aclara que su escuela púbica trae problemas.,2,feme,n_adj,NA,NA,NA,pública,público,escuea,transp,NA,NA,D16_C2.wav,pública,D16fem.bmp,público,D16masc.bmp,D16fem.bmp,NA,1.29573996,100,0.4875102655,0.5693148904,0.7361963253,1.29573996,1.758754137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.022566016
2,4,determiner,D16_C3,Aclara que la opinión pública trae problemas.,3,feme,d_n_adj,NA,NA,NA,pública,público,opinión,opaq,NA,NA,D16_C3.wav,pública,D16fem.bmp,público,D16masc.bmp,D16fem.bmp,NA,1.276930368,100,0.5704290771,0.6392122348,0.7522131366,1.276930368,1.755464621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.063079679
1,4,determiner,D16_C4,Aclara que su opinión pública trae problemas.,4,feme,n_adj,NA,NA,NA,pública,público,opinión,opaq,NA,NA,D16_C4.wav,pública,D16fem.bmp,público,D16masc.bmp,D16fem.bmp,NA,1.227819106,100,0.4935733584,0.5569672536,0.7190630361,1.227819106,1.714908908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.890522161
1,5,determiner,D17_C1,Sugiere que el anillo rojo llama la atención.,1,masc,d_n_adj,NA,NA,NA,rojo,roja,anillo,transp,NA,NA,D17_C1.wav,rojo,D17masc.bmp,roja,D17fem.bmp,D17masc.bmp,NA,1.169828117,100,0.6365812607,0.6880221938,0.7742400958,1.169828117,1.622653232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.741418135
2,5,determiner,D17_C2,Sugiere que su anillo rojo llama la atención.,2,masc,n_adj,NA,NA,NA,rojo,roja,anillo,transp,NA,NA,D17_C2.wav,rojo,D17masc.bmp,roja,D17fem.bmp,D17masc.bmp,NA,1.281188656,100,0.6134242387,0.6914448236,0.8551350704,1.281188656,1.711831689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.937240188
3,5,determiner,D17_C3,Sugiere que el pantalón rojo llama la atención.,3,masc,d_n_adj,NA,NA,NA,rojo,roja,pantalón,opaq,NA,NA,D17_C3.wav,rojo,D17masc.bmp,roja,D17fem.bmp,D17masc.bmp,NA,1.341404735,100,0.6226843821,0.6721068772,0.8145106766,1.341404735,1.766103125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99876168
4,5,determiner,D17_C4,Sugiere que su pantalón rojo llama la atención.,4,masc,n_adj,NA,NA,NA,rojo,roja,pantalón,opaq,NA,NA,D17_C4.wav,rojo,D17masc.bmp,roja,D17fem.bmp,D17masc.bmp,NA,1.246216438,100,0.5103804184,0.5756561943,0.7677746711,1.246216438,1.686827925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.788024867
3,5,determiner,D18_C1,Manifiesta que la piedra preciosa sorprende al hombre.,1,feme,d_n_adj,NA,NA,NA,preciosa,precioso,piedra,transp,NA,NA,D18_C1.wav,preciosa,D18fem.bmp,precioso,D18masc.bmp,D18fem.bmp,NA,1.38956287,100,0.7226841024,0.8120780391,1.011426518,1.38956287,1.953638611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.158390315
4,5,determiner,D18_C2,Manifiesta que su piedra preciosa sorprende al hombre.,2,feme,n_adj,NA,NA,NA,preciosa,precioso,piedra,transp,NA,NA,D18_C2.wav,preciosa,D18fem.bmp,precioso,D18masc.bmp,D18fem.bmp,NA,1.464508026,100,0.7296059495,0.785699139,1.035273185,1.464508026,2.024499978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.228139167
1,5,determiner,D18_C3,Manifiesta que la mansión preciosa sorprende al hombre.,3,feme,d_n_adj,NA,NA,NA,preciosa,precioso,mansión,opaq,NA,NA,D18_C3.wav,preciosa,D18fem.bmp,precioso,D18masc.bmp,D18fem.bmp,NA,1.585757226,100,0.7764041592,0.8480845317,0.9716664418,1.585757226,2.142478823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.342952898
2,5,determiner,D18_C4,Manifiesta que su mansión preciosa sorprende al hombre.,4,feme,n_adj,NA,NA,NA,preciosa,precioso,mansión,opaq,NA,NA,D18_C4.wav,preciosa,D18fem.bmp,precioso,D18masc.bmp,D18fem.bmp,NA,1.623251586,100,0.7808055491,0.8478071053,0.9561919756,1.623251586,2.184882278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.422880404
4,5,determiner,D19_C1,Descubre que el sombrero barato soporta la lluvia.,1,masc,d_n_adj,NA,NA,NA,barato,barata,sombrero,transp,NA,NA,D19_C1.wav,barato,D19masc.bmp,barata,D19fem.bmp,D19masc.bmp,NA,1.375103767,100,0.6409420942,0.6947502168,0.7585903623,1.375103767,1.842048832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.163934284
3,5,determiner,D19_C2,Descubre que su sombrero barato soporta la lluvia.,2,masc,n_adj,NA,NA,NA,barato,barata,sombrero,transp,NA,NA,D19_C2.wav,barato,D19masc.bmp,barata,D19fem.bmp,D19masc.bmp,NA,1.461200406,100,0.6505170961,0.7249676041,0.8614602023,1.461200406,1.765620262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.222454108
2,5,determiner,D19_C3,Descubre que el paraguas barato soporta la lluvia.,3,masc,d_n_adj,NA,NA,NA,barato,barata,paraguas,opaq,NA,NA,D19_C3.wav,barato,D19masc.bmp,barata,D19fem.bmp,D19masc.bmp,NA,1.422537804,100,0.6690807842,0.7320707601,0.8830851895,1.422537804,1.841663412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.105653949
1,5,determiner,D19_C4,Descubre que su paraguas barato soporta la lluvia.,4,masc,n_adj,NA,NA,NA,barato,barata,paraguas,opaq,NA,NA,D19_C4.wav,barato,D19masc.bmp,barata,D19fem.bmp,D19masc.bmp,NA,1.43676567,100,0.6153896253,0.6747885709,0.9086719191,1.43676567,1.85812694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.057530807
2,5,determiner,D20_C1,Sostiene que la taberna oscura necesita más luz.,1,feme,d_n_adj,NA,NA,NA,oscura,oscuro,taberna,transp,NA,NA,D20_C1.wav,oscura,D20fem.bmp,oscuro,D20masc.bmp,D20fem.bmp,NA,1.468864724,100,0.7501253442,0.8408485747,1.025818268,1.468864724,2.050198045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.562262503
1,5,determiner,D20_C2,Sostiene que su taberna oscura necesita más luz.,2,feme,n_adj,NA,NA,NA,oscura,oscuro,taberna,transp,NA,NA,D20_C2.wav,oscura,D20fem.bmp,oscuro,D20masc.bmp,D20fem.bmp,NA,1.460500803,100,0.6948878563,0.7743828965,1.004350691,1.460500803,2.032107997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.454982846
4,5,determiner,D20_C3,Sostiene que la estación oscura necesita más luz.,3,feme,d_n_adj,NA,NA,NA,oscura,oscuro,estación,opaq,NA,NA,D20_C3.wav,oscura,D20fem.bmp,oscuro,D20masc.bmp,D20fem.bmp,NA,1.518755779,100,0.6859524591,0.7720117903,0.8993078845,1.518755779,2.027043705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.464685777
3,5,determiner,D20_C4,Sostiene que su estación oscura necesita más luz.,4,feme,n_adj,NA,NA,NA,oscura,oscuro,estación,opaq,NA,NA,D20_C4.wav,oscura,D20fem.bmp,oscuro,D20masc.bmp,D20fem.bmp,NA,1.380618718,100,0.605823269,0.67570678,0.7709104038,1.380618718,1.91132828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.302748906
3,6,determiner,D21_C1,Demuestra que el zapato caro resiste la lluvia.,1,masc,d_n_adj,NA,NA,NA,caro,cara,zapato,transp,NA,NA,D21_C1.wav,caro,D21masc.bmp,cara,D21fem.bmp,D21masc.bmp,NA,1.413303647,100,0.6523981131,0.7136167411,0.771296099,1.413303647,1.755753288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.960731937
4,6,determiner,D21_C2,Demuestra que su zapato caro resiste la lluvia.,2,masc,n_adj,NA,NA,NA,caro,cara,zapato,transp,NA,NA,D21_C2.wav,caro,D21masc.bmp,cara,D21fem.bmp,D21masc.bmp,NA,1.52960118,100,0.649213568,0.7157589392,0.8717963612,1.52960118,1.844184168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.150693604
1,6,determiner,D21_C3,Demuestra que el maletín caro resiste la lluvia.,3,masc,d_n_adj,NA,NA,NA,caro,cara,maletín,opaq,NA,NA,D21_C3.wav,caro,D21masc.bmp,cara,D21fem.bmp,D21masc.bmp,NA,1.535209013,100,0.6829998483,0.767792519,0.8782799384,1.535209013,1.864101797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.210546845
2,6,determiner,D21_C4,Demuestra que su maletín caro resiste la lluvia.,4,masc,n_adj,NA,NA,NA,caro,cara,maletín,opaq,NA,NA,D21_C4.wav,caro,D21masc.bmp,cara,D21fem.bmp,D21masc.bmp,NA,1.451574306,100,0.5955941796,0.6817506136,0.8046033065,1.451574306,1.760301528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.048554959
1,6,determiner,D22_C1,Dice que la sala limpia recibe más turistas.,1,feme,d_n_adj,NA,NA,NA,limpia,limpio,sala,transp,NA,NA,D22_C1.wav,limpia,D22fem.bmp,limpio,D22masc.bmp,D22fem.bmp,NA,0.9946999691,100,0.3910541264,0.4962348414,0.6448597648,0.9946999691,1.442861277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.134530513
2,6,determiner,D22_C2,Dice que su sala limpia recibe más turistas.,2,feme,n_adj,NA,NA,NA,limpia,limpio,sala,transp,NA,NA,D22_C2.wav,limpia,D22fem.bmp,limpio,D22masc.bmp,D22fem.bmp,NA,1.050266099,100,0.3928285111,0.4853284508,0.6565680085,1.050266099,1.515823646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.133057654
3,6,determiner,D22_C3,Dice que la nación limpia recibe más turistas.,3,feme,d_n_adj,NA,NA,NA,limpia,limpio,nación,opaq,NA,NA,D22_C3.wav,limpia,D22fem.bmp,limpio,D22masc.bmp,D22fem.bmp,NA,0.9821659011,100,0.3414951658,0.4119921874,0.5297454544,0.9821659011,1.501209907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.192191125
4,6,determiner,D22_C4,Dice que su nación limpia recibe más turistas.,4,feme,n_adj,NA,NA,NA,limpia,limpio,nación,opaq,NA,NA,D22_C4.wav,limpia,D22fem.bmp,limpio,D22masc.bmp,D22fem.bmp,NA,0.9782112827,100,0.3472336949,0.4225743024,0.5327599408,0.9782112827,1.472634019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16094801
2,6,determiner,D23_C1,Avisa de que el templo sagrado tiene poderes mágicos.,1,masc,d_n_adj,NA,NA,NA,sagrado,sagrada,templo,transp,NA,NA,D23_C1.wav,sagrado,D23masc.bmp,sagrada,D23fem.bmp,D23masc.bmp,NA,1.324803712,100,0.6350257394,0.7193128234,0.9154093045,1.324803712,1.933734891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.667818404
1,6,determiner,D23_C2,Avisa de que su templo sagrado tiene poderes mágicos.,2,masc,n_adj,NA,NA,NA,sagrado,sagrada,templo,transp,NA,NA,D23_C2.wav,sagrado,D23masc.bmp,sagrada,D23fem.bmp,D23masc.bmp,NA,1.232581613,100,0.584069453,0.6480443012,0.9048200619,1.232581613,1.823253499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.528847872
4,6,determiner,D23_C3,Avisa de que el metal sagrado tiene poderes mágicos.,3,masc,d_n_adj,NA,NA,NA,sagrado,sagrada,metal,opaq,NA,NA,D23_C3.wav,sagrado,D23masc.bmp,sagrada,D23fem.bmp,D23masc.bmp,NA,1.168345115,100,0.6585254162,0.7325195669,0.8361113779,1.168345115,1.763258086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.445255756
3,6,determiner,D23_C4,Avisa de que su metal sagrado tiene poderes mágicos.,4,masc,n_adj,NA,NA,NA,sagrado,sagrada,metal,opaq,NA,NA,D23_C4.wav,sagrado,D23masc.bmp,sagrada,D23fem.bmp,D23masc.bmp,NA,1.283891178,100,0.6607948821,0.734471809,0.8849832454,1.283891178,1.905934947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.549426575
4,6,determiner,D24_C1,Cree que la cena mala decepciona al padre.,1,feme,d_n_adj,NA,NA,NA,mala,malo,cena,transp,NA,NA,D24_C1.wav,mala,D24fem.bmp,malo,D24masc.bmp,D24fem.bmp,NA,0.9464118076,100,0.3294307825,0.4236352368,0.574827571,0.9464118076,1.289164036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.658172062
3,6,determiner,D24_C2,Cree que su cena mala decepciona al padre.,2,feme,n_adj,NA,NA,NA,mala,malo,cena,transp,NA,NA,D24_C2.wav,mala,D24fem.bmp,malo,D24masc.bmp,D24fem.bmp,NA,0.9160921617,100,0.3070663359,0.3780404887,0.5477025112,0.9160921617,1.239869487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.597866074
2,6,determiner,D24_C3,Cree que la acción mala decepciona al padre.,3,feme,d_n_adj,NA,NA,NA,mala,malo,acción,opaq,NA,NA,D24_C3.wav,mala,D24fem.bmp,malo,D24masc.bmp,D24fem.bmp,NA,0.8413580148,100,0.2929829356,0.3767771934,0.4520859567,0.8413580148,1.25820793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.642603303
1,6,determiner,D24_C4,Cree que su acción mala decepciona al padre.,4,feme,n_adj,NA,NA,NA,mala,malo,acción,opaq,NA,NA,D24_C4.wav,mala,D24fem.bmp,malo,D24masc.bmp,D24fem.bmp,NA,0.8827505741,100,0.3058982582,0.378420637,0.5387682819,0.8827505741,1.290605787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.639609408
1,7,determiner,D25_C1,Comenta que el suelo blanco demanda mucho cuidado.,1,masc,d_n_adj,NA,NA,NA,blanco,blanca,suelo,transp,NA,NA,D25_C1.wav,blanco,D25masc.bmp,blanca,D25fem.bmp,D25masc.bmp,NA,0.9696461406,100,0.5027635743,0.5629499377,0.6283953037,0.9696461406,1.400300022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.779304699
2,7,determiner,D25_C2,Comenta que su suelo blanco demanda mucho cuidado.,2,masc,n_adj,NA,NA,NA,blanco,blanca,suelo,transp,NA,NA,D25_C2.wav,blanco,D25masc.bmp,blanca,D25fem.bmp,D25masc.bmp,NA,1.262402919,100,0.5920891509,0.6652721414,0.8614874057,1.262402919,1.724834569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.222680482
3,7,determiner,D25_C3,Comenta que el sillón blanco demanda mucho cuidado.,3,masc,d_n_adj,NA,NA,NA,blanco,blanca,sillón,opaq,NA,NA,D25_C3.wav,blanco,D25masc.bmp,blanca,D25fem.bmp,D25masc.bmp,NA,1.115195962,100,0.5662528615,0.625173409,0.6870399838,1.115195962,1.668067099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19222791
